Date,Open,High,Low,Close,Adj Close,Volume
2022-03-01,368.554993,379.460999,368.444000,368.553009,368.553009,0
2022-03-02,376.432007,382.812988,375.416992,375.533997,375.533997,0
2022-03-03,377.164001,380.875000,375.757996,377.403015,377.403015,0
2022-03-04,378.677002,386.712006,378.640015,378.682007,378.682007,0
2022-03-07,387.191986,399.384003,386.907013,387.161987,387.161987,0
2022-03-08,391.946991,395.074005,384.826996,391.951996,391.951996,0
2022-03-09,388.222992,389.040009,377.003998,388.141998,388.141998,0
2022-03-10,377.088013,382.134003,376.302002,377.125000,377.125000,0
2022-03-11,380.619995,382.687012,379.868011,380.632996,380.632996,0
2022-03-14,380.287994,381.377991,372.627991,380.062988,380.062988,0
2022-03-15,373.220001,374.006989,370.268005,373.627014,373.627014,0
2022-03-16,370.188995,373.582001,369.934998,370.188995,370.188995,0
2022-03-17,369.817993,372.727997,369.307007,369.740997,369.740997,0
2022-03-18,371.584991,376.385010,370.535004,371.631989,371.631989,0
2022-03-21,374.826996,375.082001,372.589996,374.833008,374.833008,0
2022-03-22,373.153015,373.747986,369.855011,372.959015,372.959015,0
2022-03-23,370.092010,373.135010,370.015991,370.093994,370.093994,0
2022-03-24,373.622986,375.259003,372.566986,372.716003,372.716003,0
2022-03-25,374.825989,375.248993,372.936005,374.925995,374.925995,0
2022-03-28,372.334015,375.335999,371.704987,371.671997,371.671997,0
2022-03-29,374.652008,374.940002,367.496002,374.651001,374.651001,0
2022-03-30,367.084991,368.880005,366.322998,367.089996,367.089996,0
2022-03-31,366.852997,370.709991,366.609009,366.942993,366.942993,0
2022-04-01,367.359009,368.648010,366.674988,367.351013,367.351013,0
2022-04-04,367.167999,369.765015,367.003998,367.174011,367.174011,0
2022-04-05,368.701996,376.843994,368.533997,368.701996,368.701996,0
2022-04-06,375.954010,379.613007,375.397003,376.022003,376.022003,0
2022-04-07,379.002991,382.037994,378.109009,379.015015,379.015015,0
2022-04-08,378.579987,378.619995,375.007996,377.174988,377.174988,0
2022-04-11,377.244995,380.196014,377.244995,377.157013,377.157013,0
2022-04-12,378.296997,379.799011,376.799988,378.075989,378.075989,0
2022-04-13,377.932007,378.703003,376.579987,377.908997,377.908997,0
2022-04-14,376.687988,376.765015,375.161011,376.731995,376.731995,0
2022-04-15,375.895996,376.760010,374.914001,375.967987,375.967987,0
2022-04-18,375.502014,376.166992,372.891998,375.476990,375.476990,0
2022-04-19,373.299988,374.243011,371.458008,373.382996,373.382996,0
