Date,Open,High,Low,Close,Adj Close,Volume
2022-03-01,0.676700,0.679122,0.674978,0.676920,0.676920,0
2022-03-02,0.676740,0.678380,0.674582,0.676750,0.676750,0
2022-03-03,0.678250,0.680972,0.676261,0.678302,0.678302,0
2022-03-04,0.680972,0.684889,0.676970,0.680972,0.680972,0
2022-03-07,0.687408,0.692530,0.682380,0.687451,0.687451,0
2022-03-08,0.683751,0.685039,0.680138,0.683821,0.683821,0
2022-03-09,0.680652,0.685279,0.680022,0.680429,0.680429,0
2022-03-10,0.684018,0.686978,0.681320,0.683840,0.683840,0
2022-03-11,0.687290,0.687520,0.681631,0.687441,0.687441,0
2022-03-14,0.681269,0.681371,0.677521,0.681269,0.681269,0
2022-03-15,0.674941,0.679279,0.673020,0.674900,0.674900,0
2022-03-16,0.676030,0.682668,0.674250,0.676219,0.676219,0
2022-03-17,0.683041,0.689370,0.682538,0.683069,0.683069,0
2022-03-18,0.689189,0.691009,0.686771,0.689232,0.689232,0
2022-03-21,0.690022,0.692411,0.687848,0.689869,0.689869,0
2022-03-22,0.687791,0.695618,0.686502,0.687971,0.687971,0
2022-03-23,0.696602,0.697511,0.693698,0.696432,0.696432,0
2022-03-24,0.697778,0.697842,0.694309,0.697632,0.697632,0
2022-03-25,0.696461,0.698739,0.694551,0.696549,0.696549,0
2022-03-28,0.695749,0.696389,0.688919,0.695749,0.695749,0
2022-03-29,0.690780,0.693039,0.687848,0.690780,0.690780,0
2022-03-30,0.694319,0.699829,0.694001,0.694319,0.694319,0
2022-03-31,0.697068,0.697700,0.692972,0.697068,0.697068,0
2022-04-01,0.693400,0.694900,0.689779,0.693400,0.693400,0
2022-04-04,0.690770,0.696908,0.690698,0.690770,0.690770,0
2022-04-05,0.694850,0.703448,0.694420,0.694850,0.694850,0
2022-04-06,0.694768,0.696748,0.692612,0.694768,0.694768,0
2022-04-07,0.691152,0.692042,0.688320,0.691152,0.691152,0
2022-04-08,0.688492,0.689218,0.682412,0.688492,0.688492,0
2022-04-11,0.683219,0.685340,0.681431,0.683541,0.683541,0
2022-04-12,0.681831,0.689018,0.680712,0.681779,0.681779,0
2022-04-13,0.685608,0.689570,0.675840,0.685650,0.685650,0
2022-04-14,0.680281,0.683359,0.676920,0.680078,0.680078,0
2022-04-15,0.678343,0.679140,0.676851,0.678343,0.678343,0
2022-04-18,0.676041,0.676128,0.672129,0.676041,0.676041,0
2022-04-19,0.673632,0.676430,0.672129,0.673632,0.673632,0
2022-04-20,0.674659,0.681338,0.673682,0.674659,0.674659,0
2022-04-21,0.678348,0.680471,0.673451,0.678348,0.678348,0
2022-04-22,0.672450,0.672748,0.662778,0.672450,0.672450,0
2022-04-25,0.662511,0.663271,0.658419,0.662511,0.662511,0
2022-04-26,0.661862,0.664602,0.658042,0.661862,0.661862,0
2022-04-27,0.657562,0.659061,0.652861,0.657562,0.657562,0
2022-04-28,0.654219,0.654091,0.645449,0.654219,0.654219,0
2022-04-29,0.649309,0.654360,0.647408,0.649309,0.649309,0
2022-05-02,0.645619,0.647471,0.642038,0.645619,0.645619,0
2022-05-03,0.644131,0.647501,0.641219,0.644131,0.644131,0
2022-05-04,0.643430,0.646300,0.642380,0.643430,0.643430,0
2022-05-05,0.655102,0.656422,0.640541,0.655102,0.655102,0
2022-05-06,0.643029,0.645349,0.639709,0.643029,0.643029,0
2022-05-09,0.638920,0.639010,0.633248,0.638920,0.638920,0
2022-05-10,0.632359,0.634880,0.628062,0.632359,0.632359,0
2022-05-11,0.628998,0.637861,0.628350,0.628998,0.628998,0
2022-05-12,0.628480,0.629790,0.622580,0.628480,0.628480,0
2022-05-13,0.624719,0.626688,0.622630,0.624719,0.624719,0
2022-05-16,0.628891,0.629700,0.623131,0.628891,0.628891,0
2022-05-17,0.631142,0.637601,0.630760,0.631142,0.631142,0
2022-05-18,0.635910,0.637200,0.632659,0.635910,0.635910,0
2022-05-19,0.629560,0.641531,0.629521,0.629560,0.629560,0
2022-05-20,0.638150,0.641268,0.636570,0.638150,0.638150,0
2022-05-23,0.642149,0.649110,0.642009,0.642149,0.642149,0
