Date,Open,High,Low,Close,Adj Close,Volume
2022-03-01,20.463400,20.585730,20.377899,20.460699,20.460699,0
2022-03-02,20.629499,20.792000,20.615931,20.643101,20.643101,0
2022-03-03,20.642160,20.751699,20.615700,20.642550,20.642550,0
2022-03-04,20.628599,20.967251,20.628599,20.639391,20.639391,0
2022-03-07,20.971519,21.261299,20.948799,20.969259,20.969259,0
2022-03-08,21.300301,21.462690,21.246401,21.305349,21.305349,0
2022-03-09,21.350990,21.358999,20.925699,21.362391,21.362391,0
2022-03-10,20.904520,21.060040,20.891100,20.905190,20.905190,0
2022-03-11,20.919069,21.046499,20.841299,20.912001,20.912001,0
2022-03-14,20.902100,20.977579,20.820601,20.887510,20.887510,0
2022-03-15,20.896049,20.926140,20.823400,20.900370,20.900370,0
2022-03-16,20.827909,20.849501,20.656919,20.812599,20.812599,0
2022-03-17,20.639000,20.663010,20.552870,20.630699,20.630699,0
2022-03-18,20.514111,20.539579,20.395901,20.514090,20.514090,0
2022-03-21,20.385059,20.410810,20.258499,20.381149,20.381149,0
2022-03-22,20.386089,20.417410,20.242001,20.381901,20.381901,0
2022-03-23,20.267500,20.285290,20.146400,20.272200,20.272200,0
2022-03-24,20.211300,20.234039,20.112700,20.226641,20.226641,0
2022-03-25,20.079300,20.091370,19.909960,20.066299,20.066299,0
2022-03-28,20.030149,20.184179,20.004499,20.030149,20.030149,0
2022-03-29,20.091249,20.111271,19.914400,20.091249,20.091249,0
2022-03-30,19.965599,19.973101,19.813499,19.965599,19.965599,0
2022-03-31,19.878151,19.964600,19.806299,19.878151,19.878151,0
2022-04-01,19.875200,19.930059,19.750999,19.875200,19.875200,0
2022-04-04,19.857300,19.868200,19.723101,19.857300,19.857300,0
2022-04-05,19.809320,19.939560,19.754900,19.809320,19.809320,0
2022-04-06,19.982599,20.074829,19.961500,19.982599,19.982599,0
2022-04-07,20.161461,20.188000,20.094999,20.161461,20.161461,0
2022-04-08,20.130320,20.185101,20.065001,20.130320,20.130320,0
2022-04-11,20.064850,20.121140,19.990900,20.064850,20.064850,0
2022-04-12,19.941940,19.943880,19.776400,19.941940,19.941940,0
2022-04-13,19.803289,19.827471,19.733500,19.803289,19.803289,0
2022-04-14,19.761299,20.009979,19.717501,19.761299,19.761299,0
2022-04-15,19.962299,19.973499,19.929701,19.962299,19.962299,0
2022-04-18,19.953600,20.004971,19.882000,19.953600,19.953600,0
2022-04-19,19.795200,20.068239,19.753300,19.795200,19.795200,0
2022-04-20,20.018110,20.066851,19.933100,20.018110,20.018110,0
